referrer,views_total,views_unique
github.com,422,52
Google,191,59
app.zenhub.com,38,1
thenewstack.io,31,17
fluxcd.io,17,12
infoworld.com,7,7
goodfirstissues.com,5,2
link.zhihu.com,4,3
www-infoworld-com.cdn.ampproject.org,4,3
app.snyk.io,3,3
