time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-06 00:00:00+00:00,436,116,515,68
2023-01-07 00:00:00+00:00,343,99,118,37
2023-01-08 00:00:00+00:00,290,94,88,26
2023-01-09 00:00:00+00:00,581,118,628,109
2023-01-10 00:00:00+00:00,591,125,832,123
2023-01-11 00:00:00+00:00,408,116,749,103
2023-01-12 00:00:00+00:00,438,125,841,98
2023-01-13 00:00:00+00:00,342,93,276,68
2023-01-14 00:00:00+00:00,332,86,156,56
2023-01-15 00:00:00+00:00,317,82,170,27
2023-01-16 00:00:00+00:00,451,102,289,74
2023-01-17 00:00:00+00:00,602,112,517,86
2023-01-18 00:00:00+00:00,769,133,797,94
2023-01-19 00:00:00+00:00,777,133,462,77
