time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-17 00:00:00+00:00,4833,119,886,115
2023-07-18 00:00:00+00:00,5519,136,806,111
2023-07-19 00:00:00+00:00,5257,146,711,113
2023-07-20 00:00:00+00:00,5229,129,687,124
2023-07-21 00:00:00+00:00,5093,96,530,106
2023-07-22 00:00:00+00:00,5301,64,156,32
2023-07-23 00:00:00+00:00,5066,67,111,28
2023-07-24 00:00:00+00:00,5268,107,870,127
2023-07-25 00:00:00+00:00,6493,131,868,107
2023-07-26 00:00:00+00:00,6229,118,979,114
2023-07-27 00:00:00+00:00,5982,131,682,106
2023-07-28 00:00:00+00:00,5857,122,649,94
2023-07-29 00:00:00+00:00,5557,71,186,35
2023-07-30 00:00:00+00:00,5023,62,151,41
