referrer,views_total,views_unique
Google,789,247
github.com,270,58
fluxcd.io,161,60
Bing,19,10
DuckDuckGo,18,9
statics.teams.cdn.office.net,17,6
newreleases.io,16,1
integration.dinf.ca,11,1
search.brave.com,10,3
yandex.ru,8,1
