url_path,views_total,views_unique
/weaveworks/weave-gitops,147,124
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,20,17
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,12,12
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,10,9
/weaveworks/weave-gitops/issues,10,9
/weaveworks/weave-gitops/releases,8,5
/weaveworks/weave-gitops/blob/main/doc/img/06-runtime.png,6,5
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,5,5
/weaveworks/weave-gitops/blob/main/doc/img/05-sources.png,4,4
/weaveworks/weave-gitops/blob/main/charts/gitops-server/templates/rbac.yaml,4,3
