url_path,views_total,views_unique
/weaveworks/weave-gitops,156,104
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,18,17
/weaveworks/weave-gitops/releases,17,11
/weaveworks/weave-gitops/actions,15,15
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,13,12
/weaveworks/weave-gitops/issues,13,6
/weaveworks/weave-gitops/pulls,13,6
/weaveworks/weave-gitops/releases/tag/v0.39.1-rc.1,10,6
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,6,6
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,6,5
