url_path,views_total,views_unique
/weaveworks/weave-gitops,1371,641
/weaveworks/weave-gitops/tree/main/charts/gitops-server,260,105
/weaveworks/weave-gitops/issues,218,49
/weaveworks/weave-gitops/search,200,24
/weaveworks/weave-gitops/pulls,189,31
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,185,117
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,168,74
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,123,103
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,89,38
/weaveworks/weave-gitops/releases,85,63
