time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-09 00:00:00+00:00,992,50,50,24
2025-02-10 00:00:00+00:00,3803,318,429,54
2025-02-11 00:00:00+00:00,1983,209,244,74
2025-02-12 00:00:00+00:00,1582,151,208,66
2025-02-13 00:00:00+00:00,1924,199,222,62
2025-02-14 00:00:00+00:00,1323,233,241,81
2025-02-15 00:00:00+00:00,971,47,58,25
2025-02-16 00:00:00+00:00,982,46,127,26
2025-02-17 00:00:00+00:00,1879,279,102,54
2025-02-18 00:00:00+00:00,1531,258,149,49
2025-02-19 00:00:00+00:00,1567,246,145,53
2025-02-20 00:00:00+00:00,1317,288,204,65
2025-02-21 00:00:00+00:00,4067,315,657,54
2025-02-22 00:00:00+00:00,1073,149,67,26
