referrer,views_total,views_unique
Google,1062,295
github.com,394,113
fluxcd.io,259,120
DuckDuckGo,78,12
Bing,32,9
com.google.android.gm,13,4
thenewstack.io,11,11
wiki.bierochs.org,11,3
docs.google.com,9,9
codefresh.io,7,6
