time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-05 00:00:00+00:00,3394,24,150,33
2023-11-06 00:00:00+00:00,3642,73,458,81
2023-11-07 00:00:00+00:00,3852,131,742,98
2023-11-08 00:00:00+00:00,3849,200,900,93
2023-11-09 00:00:00+00:00,3617,167,871,121
2023-11-10 00:00:00+00:00,3760,185,444,90
2023-11-11 00:00:00+00:00,3505,123,305,38
2023-11-12 00:00:00+00:00,3409,102,164,34
2023-11-13 00:00:00+00:00,3681,199,492,94
2023-11-14 00:00:00+00:00,3598,159,587,118
2023-11-15 00:00:00+00:00,3563,70,575,102
2023-11-16 00:00:00+00:00,3341,44,410,77
2023-11-17 00:00:00+00:00,3413,64,611,85
2023-11-18 00:00:00+00:00,2843,22,207,33
