time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-27 00:00:00+00:00,624,76,892,59
2021-10-28 00:00:00+00:00,503,75,435,57
2021-10-29 00:00:00+00:00,303,63,440,34
2021-10-30 00:00:00+00:00,181,66,95,26
2021-10-31 00:00:00+00:00,208,52,33,17
2021-11-01 00:00:00+00:00,414,59,505,48
2021-11-02 00:00:00+00:00,808,82,582,51
2021-11-03 00:00:00+00:00,645,80,556,38
2021-11-04 00:00:00+00:00,685,66,652,41
2021-11-05 00:00:00+00:00,681,67,489,31
2021-11-06 00:00:00+00:00,146,52,13,5
2021-11-07 00:00:00+00:00,116,43,70,8
2021-11-08 00:00:00+00:00,429,78,455,40
2021-11-09 00:00:00+00:00,483,72,549,36
