referrer,views_total,views_unique
Google,1014,258
github.com,448,93
fluxcd.io,243,130
Bing,30,8
codefresh.io,17,7
jira.bedag.ch,15,3
statics.teams.cdn.office.net,14,9
StartPage,13,1
com.google.android.gm,12,4
weave.works,10,6
