referrer,views_total,views_unique
github.com,561,43
Google,61,34
app.zenhub.com,45,8
infoworld.com,30,26
fluxcd.io,26,16
weave.works,21,11
DuckDuckGo,3,3
itworld.co.kr,3,1
www-infoworld-com.cdn.ampproject.org,1,1
ecosia.org,1,1
