referrer,views_total,views_unique
github.com,526,83
Google,173,74
thenewstack.io,41,33
fluxcd.io,36,26
infoworld.com,35,9
mail.google.com,10,2
app.snyk.io,7,2
DuckDuckGo,6,4
endtest.dev,4,4
Baidu,3,3
