url_path,views_total,views_unique
/weaveworks/weave-gitops,153,126
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,27,24
/weaveworks/weave-gitops/issues,19,11
/weaveworks/weave-gitops/pulls,14,5
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,13,13
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,11,10
/weaveworks/weave-gitops/releases,8,7
/weaveworks/weave-gitops/blob/main/.github/actions/setup-ssh/action.yml,8,4
/weaveworks/weave-gitops/tree/main,7,6
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,7,5
