url_path,views_total,views_unique
/weaveworks/weave-gitops,1035,481
/weaveworks/weave-gitops/pulls,237,31
/weaveworks/weave-gitops/issues,216,45
/weaveworks/weave-gitops/tree/main/charts/gitops-server,157,67
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,96,73
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,72,40
/weaveworks/weave-gitops/search,72,11
/weaveworks/weave-gitops/releases,69,45
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,66,61
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,66,24
