referrer,views_total,views_unique
Google,962,299
github.com,319,119
fluxcd.io,211,123
DuckDuckGo,61,15
thenewstack.io,21,15
Bing,21,10
codefresh.io,14,11
mail.google.com,11,1
confluence-atg.riada.cloud,7,5
cn.bing.com,7,2
