referrer,views_total,views_unique
Google,1115,216
fluxcd.io,242,102
github.com,228,86
statics.teams.cdn.office.net,96,12
Bing,89,6
thenewstack.io,22,9
pkg.go.dev,21,1
DuckDuckGo,16,9
wiki.bierochs.org,16,2
codefresh.io,12,11
