referrer,views_total,views_unique
Google,132,46
fluxcd.io,45,14
github.com,15,11
Bing,7,3
statics.teams.cdn.office.net,6,1
chatgpt.com,5,2
devtron.ai,2,1
DuckDuckGo,2,1
usso.uberinternal.com,1,1
yandex.ru,1,1
