time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,856.0,173.0,75,41
2025-08-08 00:00:00+00:00,725.0,116.0,85,31
2025-08-09 00:00:00+00:00,582.0,63.0,76,12
2025-08-10 00:00:00+00:00,737.0,76.0,44,19
2025-08-11 00:00:00+00:00,1115.0,356.0,117,32
2025-08-12 00:00:00+00:00,844.0,173.0,116,44
2025-08-13 00:00:00+00:00,830.0,177.0,94,39
2025-08-14 00:00:00+00:00,51.0,12.0,75,29
2025-08-15 00:00:00+00:00,,,78,29
2025-08-16 00:00:00+00:00,,,50,17
2025-08-17 00:00:00+00:00,,,22,15
2025-08-18 00:00:00+00:00,,,102,39
2025-08-19 00:00:00+00:00,,,40,21
2025-08-20 00:00:00+00:00,,,28,9
