url_path,views_total,views_unique
/weaveworks/weave-gitops,1173,560
/weaveworks/weave-gitops/pulls,285,36
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,178,120
/weaveworks/weave-gitops/tree/main/charts/gitops-server,160,66
/weaveworks/weave-gitops/issues,133,41
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,119,101
/weaveworks/weave-gitops/search,99,25
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,79,43
/weaveworks/weave-gitops/pull/2782,69,10
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,64,30
