time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,1891,230,328,51
2025-04-09 00:00:00+00:00,1290,212,260,69
2025-04-10 00:00:00+00:00,1942,233,210,50
2025-04-11 00:00:00+00:00,1411,259,142,54
2025-04-12 00:00:00+00:00,1045,100,60,10
2025-04-13 00:00:00+00:00,1529,149,170,25
2025-04-14 00:00:00+00:00,1359,202,105,50
2025-04-15 00:00:00+00:00,1367,199,160,50
2025-04-16 00:00:00+00:00,1335,263,163,57
2025-04-17 00:00:00+00:00,1712,250,124,39
2025-04-18 00:00:00+00:00,1317,165,91,36
2025-04-19 00:00:00+00:00,994,58,29,14
2025-04-20 00:00:00+00:00,994,49,31,14
2025-04-21 00:00:00+00:00,1083,136,54,29
