referrer,views_total,views_unique
Google,870,250
github.com,317,100
fluxcd.io,168,105
search.brave.com,41,2
DuckDuckGo,31,9
thenewstack.io,24,22
jira.media-saturn.com,16,2
statics.teams.cdn.office.net,15,11
com.google.android.gm,10,2
codefresh.io,9,9
