url_path,views_total,views_unique
/weaveworks/weave-gitops,1106,504
/weaveworks/weave-gitops/pulls,263,31
/weaveworks/weave-gitops/issues,236,49
/weaveworks/weave-gitops/tree/main/charts/gitops-server,166,69
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,100,76
/weaveworks/weave-gitops/search,87,12
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,75,42
/weaveworks/weave-gitops/releases,72,47
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,70,26
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,67,62
