time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-07 00:00:00+00:00,5497,155,760,116
2023-07-08 00:00:00+00:00,4862,92,160,38
2023-07-09 00:00:00+00:00,4902,105,273,35
2023-07-10 00:00:00+00:00,5708,135,761,115
2023-07-11 00:00:00+00:00,5552,109,553,114
2023-07-12 00:00:00+00:00,5285,133,882,101
2023-07-13 00:00:00+00:00,5447,140,736,105
2023-07-14 00:00:00+00:00,5302,101,398,76
2023-07-15 00:00:00+00:00,4385,73,73,24
2023-07-16 00:00:00+00:00,4441,72,64,27
2023-07-17 00:00:00+00:00,4833,119,886,115
2023-07-18 00:00:00+00:00,5519,136,806,111
2023-07-19 00:00:00+00:00,5257,146,711,113
2023-07-20 00:00:00+00:00,4825,121,685,122
