time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,390,72,26,21
2025-10-19 00:00:00+00:00,789,79,33,19
2025-10-20 00:00:00+00:00,1678,217,163,47
2025-10-21 00:00:00+00:00,1708,217,148,53
2025-10-22 00:00:00+00:00,1709,206,148,53
2025-10-23 00:00:00+00:00,1999,243,103,37
2025-10-24 00:00:00+00:00,1525,184,120,38
2025-10-25 00:00:00+00:00,749,79,27,18
2025-10-26 00:00:00+00:00,1537,181,390,25
2025-10-27 00:00:00+00:00,1134,234,311,55
2025-10-28 00:00:00+00:00,480,219,136,56
2025-10-29 00:00:00+00:00,398,201,180,47
2025-10-30 00:00:00+00:00,1098,237,225,56
2025-10-31 00:00:00+00:00,1337,165,172,42
