url_path,views_total,views_unique
/weaveworks/weave-gitops,887,505
/weaveworks/weave-gitops/tree/main/charts/gitops-server,207,51
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,181,82
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,168,42
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,105,48
/weaveworks/weave-gitops/issues,103,58
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,90,41
/weaveworks/weave-gitops/releases,75,42
/weaveworks/weave-gitops/tree/main/doc,48,16
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,46,22
