time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-18 00:00:00+00:00,1033,152,76,23
2022-09-19 00:00:00+00:00,333,83,324,61
2022-09-20 00:00:00+00:00,420,86,414,74
2022-09-21 00:00:00+00:00,392,77,437,81
2022-09-22 00:00:00+00:00,690,86,577,80
2022-09-23 00:00:00+00:00,579,80,548,66
2022-09-24 00:00:00+00:00,221,65,103,42
2022-09-25 00:00:00+00:00,170,48,86,35
2022-09-26 00:00:00+00:00,341,51,827,107
2022-09-27 00:00:00+00:00,478,79,574,105
2022-09-28 00:00:00+00:00,638,87,591,86
2022-09-29 00:00:00+00:00,579,97,666,98
2022-09-30 00:00:00+00:00,357,75,446,66
2022-10-01 00:00:00+00:00,208,60,52,26
