time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-04 00:00:00+00:00,2880,52,62,29
2024-05-05 00:00:00+00:00,2862,37,60,19
2024-05-06 00:00:00+00:00,3046,110,294,52
2024-05-07 00:00:00+00:00,3057,117,492,82
2024-05-08 00:00:00+00:00,2932,63,272,63
2024-05-09 00:00:00+00:00,3022,58,284,66
2024-05-10 00:00:00+00:00,2948,74,235,67
2024-05-11 00:00:00+00:00,2873,41,74,25
2024-05-12 00:00:00+00:00,2852,29,95,22
2024-05-13 00:00:00+00:00,3143,98,351,64
2024-05-14 00:00:00+00:00,3139,145,403,74
2024-05-15 00:00:00+00:00,3002,82,443,87
2024-05-16 00:00:00+00:00,3081,71,552,83
2024-05-17 00:00:00+00:00,2819,63,289,66
