url_path,views_total,views_unique
/weaveworks/weave-gitops,334,223
/weaveworks/weave-gitops/releases,64,34
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,39,33
/weaveworks/weave-gitops/issues/5223,39,15
/weaveworks/weave-gitops/tree/main/charts/gitops-server,37,19
/weaveworks/weave-gitops/issues,31,12
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,26,22
/weaveworks/weave-gitops/releases/tag/v0.39.1-rc.1,25,16
/weaveworks/weave-gitops/commits/main,23,3
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,22,21
