url_path,views_total,views_unique
/weaveworks/weave-gitops,862,499
/weaveworks/weave-gitops/tree/main/charts/gitops-server,219,48
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,156,66
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,145,38
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,96,46
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,94,44
/weaveworks/weave-gitops/issues,93,55
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,53,14
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,50,12
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,45,23
