time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-10 00:00:00+00:00,999,159,105,51
2025-07-11 00:00:00+00:00,882,163,70,28
2025-07-12 00:00:00+00:00,326,82,40,19
2025-07-13 00:00:00+00:00,176,61,60,25
2025-07-14 00:00:00+00:00,265,118,99,32
2025-07-15 00:00:00+00:00,413,143,132,42
2025-07-16 00:00:00+00:00,391,191,158,60
2025-07-17 00:00:00+00:00,365,190,128,38
2025-07-18 00:00:00+00:00,250,118,99,32
2025-07-19 00:00:00+00:00,138,64,34,24
2025-07-20 00:00:00+00:00,179,71,22,15
2025-07-21 00:00:00+00:00,350,155,106,44
2025-07-22 00:00:00+00:00,380,159,159,58
2025-07-23 00:00:00+00:00,355,173,72,41
