time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-28 00:00:00+00:00,86,17,24,8
2021-08-29 00:00:00+00:00,122,36,39,11
2021-08-30 00:00:00+00:00,425,41,365,17
2021-08-31 00:00:00+00:00,690,44,757,36
2021-09-01 00:00:00+00:00,382,39,529,30
2021-09-02 00:00:00+00:00,211,41,307,28
2021-09-03 00:00:00+00:00,487,35,389,28
2021-09-04 00:00:00+00:00,131,32,38,9
2021-09-05 00:00:00+00:00,93,34,12,8
2021-09-06 00:00:00+00:00,141,35,177,23
2021-09-07 00:00:00+00:00,444,48,687,37
2021-09-08 00:00:00+00:00,700,38,746,37
2021-09-09 00:00:00+00:00,393,44,501,35
2021-09-10 00:00:00+00:00,334,24,341,35
