referrer,views_total,views_unique
Google,952,226
github.com,388,120
fluxcd.io,160,88
thenewstack.io,21,19
rajputvaibhav.medium.com,16,6
StartPage,15,1
statics.teams.cdn.office.net,14,12
com.google.android.gm,12,3
DuckDuckGo,11,5
yandex.ru,11,1
