url_path,views_total,views_unique
/weaveworks/weave-gitops,905,421
/weaveworks/weave-gitops/pulls,228,27
/weaveworks/weave-gitops/search,177,20
/weaveworks/weave-gitops/tree/main/charts/gitops-server,158,49
/weaveworks/weave-gitops/issues,92,32
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,89,61
/weaveworks/weave-gitops/pull/2713,87,9
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,82,34
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,75,25
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,62,55
