time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-20 00:00:00+00:00,442,51,1354,88
2021-10-21 00:00:00+00:00,1862,31,2345,85
2021-10-22 00:00:00+00:00,1186,13,2337,58
2021-10-23 00:00:00+00:00,358,53,84,22
2021-10-24 00:00:00+00:00,310,52,106,50
2021-10-25 00:00:00+00:00,937,76,1184,87
2021-10-26 00:00:00+00:00,904,82,1065,98
2021-10-27 00:00:00+00:00,624,76,892,59
2021-10-28 00:00:00+00:00,503,75,435,57
2021-10-29 00:00:00+00:00,303,63,440,34
2021-10-30 00:00:00+00:00,181,66,95,26
2021-10-31 00:00:00+00:00,208,52,33,17
2021-11-01 00:00:00+00:00,414,59,505,48
2021-11-02 00:00:00+00:00,721,72,569,50
