referrer,views_total,views_unique
Google,609,194
github.com,488,93
fluxcd.io,85,47
mail.google.com,35,2
thenewstack.io,30,25
51cto.com,21,1
rajputvaibhav.medium.com,17,15
codefresh.io,15,7
DuckDuckGo,12,4
bitbucket.corp.appdynamics.com,9,1
