time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-31 00:00:00+00:00,2888,138,280,74
2024-06-01 00:00:00+00:00,2752,85,181,13
2024-06-02 00:00:00+00:00,2624,47,13,9
2024-06-03 00:00:00+00:00,2677,139,408,81
2024-06-04 00:00:00+00:00,2533,110,460,80
2024-06-05 00:00:00+00:00,2521,128,315,75
2024-06-06 00:00:00+00:00,2448,84,275,73
2024-06-07 00:00:00+00:00,2590,121,337,60
2024-06-08 00:00:00+00:00,2289,26,118,23
2024-06-09 00:00:00+00:00,2290,29,119,22
2024-06-10 00:00:00+00:00,2636,91,312,82
2024-06-11 00:00:00+00:00,2890,106,292,69
2024-06-12 00:00:00+00:00,2812,80,413,83
2024-06-13 00:00:00+00:00,2625,121,278,64
