url_path,views_total,views_unique
/weaveworks/weave-gitops,562,361
/weaveworks/weave-gitops/pulls,150,10
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,54,48
/weaveworks/weave-gitops/releases,41,29
/weaveworks/weave-gitops/issues,39,16
/weaveworks/weave-gitops/network/updates,39,1
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,34,24
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,31,28
/weaveworks/weave-gitops/commits/main,28,14
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,25,23
