referrer,views_total,views_unique
github.com,533,92
Google,147,72
thenewstack.io,45,36
github-help-wanted.com,35,1
fluxcd.io,21,16
infoworld.com,12,8
mail.google.com,12,1
app.snyk.io,7,2
DuckDuckGo,5,3
Baidu,4,4
