url_path,views_total,views_unique
/weaveworks/weave-gitops,508,340
/weaveworks/weave-gitops/pulls,120,13
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,56,52
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,55,25
/weaveworks/weave-gitops/releases,53,35
/weaveworks/weave-gitops/tree/main/charts/gitops-server,41,22
/weaveworks/weave-gitops/issues,38,17
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,27,25
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,27,12
/weaveworks/weave-gitops/pull/5042,27,7
