time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-31 00:00:00+00:00,664,87,749,47
2022-02-01 00:00:00+00:00,627,89,672,47
2022-02-02 00:00:00+00:00,401,115,483,51
2022-02-03 00:00:00+00:00,360,111,608,50
2022-02-04 00:00:00+00:00,415,94,711,43
2022-02-05 00:00:00+00:00,162,59,63,19
2022-02-06 00:00:00+00:00,156,65,31,14
2022-02-07 00:00:00+00:00,519,84,671,53
2022-02-08 00:00:00+00:00,713,95,1259,70
2022-02-09 00:00:00+00:00,1257,86,1062,58
2022-02-10 00:00:00+00:00,1366,81,596,52
2022-02-11 00:00:00+00:00,308,73,602,49
2022-02-12 00:00:00+00:00,162,62,49,13
2022-02-13 00:00:00+00:00,153,60,42,18
