time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-11 00:00:00+00:00,178,108,45,20
2025-10-12 00:00:00+00:00,150,81,64,42
2025-10-13 00:00:00+00:00,465,232,193,45
2025-10-14 00:00:00+00:00,600,207,122,39
2025-10-15 00:00:00+00:00,975,191,74,43
2025-10-16 00:00:00+00:00,1455,184,180,53
2025-10-17 00:00:00+00:00,1095,219,99,42
2025-10-18 00:00:00+00:00,390,72,26,21
2025-10-19 00:00:00+00:00,789,79,33,19
2025-10-20 00:00:00+00:00,1678,217,163,47
2025-10-21 00:00:00+00:00,1708,217,148,53
2025-10-22 00:00:00+00:00,1709,206,148,53
2025-10-23 00:00:00+00:00,1999,243,103,37
2025-10-24 00:00:00+00:00,1416,179,111,35
