url_path,views_total,views_unique
/weaveworks/weave-gitops,139,116
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,27,23
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,20,19
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,16,15
/weaveworks/weave-gitops/issues,11,8
/weaveworks/weave-gitops/pulls,10,6
/weaveworks/weave-gitops/blob/main/doc/img/06-runtime.png,8,7
/weaveworks/weave-gitops/releases,8,7
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,7,7
/weaveworks/weave-gitops/blob/main/doc/img/05-sources.png,7,7
