url_path,views_total,views_unique
/weaveworks/weave-gitops,171,118
/weaveworks/weave-gitops/issues,17,8
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,15,15
/weaveworks/weave-gitops/releases,13,11
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,11,11
/weaveworks/weave-gitops/pulls,11,6
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,9,7
/weaveworks/weave-gitops/discussions,6,3
/weaveworks/weave-gitops/releases/tag/v0.39.1-rc.1,5,4
/weaveworks/weave-gitops/pull/5241,4,3
