time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-01 00:00:00+00:00,169,91,62,11
2026-03-02 00:00:00+00:00,214,126,69,31
2026-03-03 00:00:00+00:00,396,155,97,27
2026-03-04 00:00:00+00:00,283,133,71,29
2026-03-05 00:00:00+00:00,225,110,84,32
2026-03-06 00:00:00+00:00,276,124,71,28
2026-03-07 00:00:00+00:00,254,71,28,9
2026-03-08 00:00:00+00:00,168,107,21,17
2026-03-09 00:00:00+00:00,358,220,91,29
2026-03-10 00:00:00+00:00,316,193,90,37
2026-03-11 00:00:00+00:00,291,139,150,40
2026-03-12 00:00:00+00:00,333,205,41,22
2026-03-13 00:00:00+00:00,494,149,69,26
2026-03-14 00:00:00+00:00,858,102,26,12
