time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-25 00:00:00+00:00,1431,267,210,63
2025-02-26 00:00:00+00:00,1455,279,191,56
2025-02-27 00:00:00+00:00,1241,186,163,56
2025-02-28 00:00:00+00:00,1591,134,172,54
2025-03-01 00:00:00+00:00,1605,53,67,24
2025-03-02 00:00:00+00:00,1042,43,46,16
2025-03-03 00:00:00+00:00,2161,245,160,44
2025-03-04 00:00:00+00:00,3445,440,542,65
2025-03-05 00:00:00+00:00,1911,296,174,62
2025-03-06 00:00:00+00:00,1796,271,226,64
2025-03-07 00:00:00+00:00,1243,191,140,57
2025-03-08 00:00:00+00:00,990,62,59,26
2025-03-09 00:00:00+00:00,989,58,37,19
2025-03-10 00:00:00+00:00,1737,233,191,63
