url_path,views_total,views_unique
/weaveworks/weave-gitops,1061,533
/weaveworks/weave-gitops/issues,252,52
/weaveworks/weave-gitops/tree/main/charts/gitops-server,187,69
/weaveworks/weave-gitops/pulls,142,34
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,137,99
/weaveworks/weave-gitops/search,130,18
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,117,31
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,105,44
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,94,86
/weaveworks/weave-gitops/issues/2955,82,21
