time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-22 00:00:00+00:00,403,15,163,27
2024-09-23 00:00:00+00:00,413,28,179,53
2024-09-24 00:00:00+00:00,337,31,266,52
2024-09-25 00:00:00+00:00,339,28,347,69
2024-09-26 00:00:00+00:00,327,37,148,49
2024-09-27 00:00:00+00:00,329,27,239,53
2024-09-28 00:00:00+00:00,262,12,31,18
2024-09-29 00:00:00+00:00,265,8,94,32
2024-09-30 00:00:00+00:00,350,38,209,49
2024-10-01 00:00:00+00:00,398,30,163,51
2024-10-02 00:00:00+00:00,344,25,218,66
2024-10-03 00:00:00+00:00,490,33,163,45
2024-10-04 00:00:00+00:00,515,29,153,43
2024-10-05 00:00:00+00:00,408,17,50,21
