time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-16 00:00:00+00:00,4646,58,331,37
2024-03-17 00:00:00+00:00,4437,39,214,38
2024-03-18 00:00:00+00:00,4551,84,399,94
2024-03-19 00:00:00+00:00,4334,68,511,89
2024-03-20 00:00:00+00:00,4288,83,525,92
2024-03-21 00:00:00+00:00,4438,110,698,103
2024-03-22 00:00:00+00:00,4275,69,310,82
2024-03-23 00:00:00+00:00,4289,29,92,28
2024-03-24 00:00:00+00:00,4278,34,186,53
2024-03-25 00:00:00+00:00,4263,83,430,84
2024-03-26 00:00:00+00:00,4210,87,438,97
2024-03-27 00:00:00+00:00,4175,95,714,100
2024-03-28 00:00:00+00:00,4166,94,287,84
2024-03-29 00:00:00+00:00,3801,69,336,56
