referrer,views_total,views_unique
Google,1006,249
github.com,370,110
statics.teams.cdn.office.net,120,10
fluxcd.io,101,49
thenewstack.io,30,25
weave.works,20,2
DuckDuckGo,15,7
search.brave.com,14,3
rajputvaibhav.medium.com,13,11
linkedin.com,13,9
