url_path,views_total,views_unique
/weaveworks/weave-gitops,232,158
/weaveworks/weave-gitops/issues,27,11
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,26,23
/weaveworks/weave-gitops/pulls,22,8
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,18,18
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,14,14
/weaveworks/weave-gitops/releases,14,10
/weaveworks/weave-gitops/blob/main/.github/actions/setup-ssh/action.yml,14,7
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,11,8
/weaveworks/weave-gitops/tree/main/charts/gitops-server,9,8
