referrer,views_total,views_unique
github.com,482,54
Google,199,61
app.zenhub.com,42,1
thenewstack.io,22,18
fluxcd.io,19,13
infoworld.com,7,7
goodfirstissues.com,5,2
link.zhihu.com,4,3
app.snyk.io,3,3
mail.google.com,3,1
