url_path,views_total,views_unique
/weaveworks/weave-gitops,628,399
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,79,69
/weaveworks/weave-gitops/issues,65,45
/weaveworks/weave-gitops/tree/main/charts/gitops-server,57,29
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,39,38
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,39,25
/weaveworks/weave-gitops/tree/main,35,20
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,34,30
/weaveworks/weave-gitops/releases,33,24
/weaveworks/weave-gitops/tree/main/doc,23,20
