referrer,views_total,views_unique
github.com,543,49
Google,50,30
app.zenhub.com,44,8
fluxcd.io,35,17
infoworld.com,22,16
weave.works,16,10
itworld.co.kr,3,3
Bing,2,1
DuckDuckGo,1,1
check-plagiarism.com,1,1
