url_path,views_total,views_unique
/weaveworks/weave-gitops,1004,452
/weaveworks/weave-gitops/issues,209,46
/weaveworks/weave-gitops/pulls,178,29
/weaveworks/weave-gitops/tree/main/charts/gitops-server,147,64
/weaveworks/weave-gitops/search,89,11
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,82,64
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,71,38
/weaveworks/weave-gitops/releases,65,45
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,61,57
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,56,21
