time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-02 00:00:00+00:00,3832,104,402,91
2024-04-03 00:00:00+00:00,3706,84,541,105
2024-04-04 00:00:00+00:00,3743,92,334,86
2024-04-05 00:00:00+00:00,3705,102,503,80
2024-04-06 00:00:00+00:00,3330,65,282,32
2024-04-07 00:00:00+00:00,3300,30,376,26
2024-04-08 00:00:00+00:00,3456,79,448,83
2024-04-09 00:00:00+00:00,3708,66,506,83
2024-04-10 00:00:00+00:00,3875,92,231,68
2024-04-11 00:00:00+00:00,3742,79,440,75
2024-04-12 00:00:00+00:00,3489,60,270,79
2024-04-13 00:00:00+00:00,3415,26,67,20
2024-04-14 00:00:00+00:00,3427,31,163,27
2024-04-15 00:00:00+00:00,3304,95,360,81
