referrer,views_total,views_unique
github.com,554,50
Google,63,31
app.zenhub.com,55,9
fluxcd.io,37,19
infoworld.com,23,17
weave.works,16,9
itworld.co.kr,2,2
Bing,2,1
DuckDuckGo,1,1
mail.google.com,1,1
