referrer,views_total,views_unique
Google,514,156
github.com,465,119
fluxcd.io,82,45
mail.google.com,44,2
thenewstack.io,33,27
DuckDuckGo,19,2
rajputvaibhav.medium.com,14,12
workspace.evermos.com,8,1
weaveworks.github.io,7,2
bitbucket.corp.appdynamics.com,6,1
