url_path,views_total,views_unique
/weaveworks/weave-gitops,683,428
/weaveworks/weave-gitops/tree/main/charts/gitops-server,188,47
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,154,73
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,112,30
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,107,44
/weaveworks/weave-gitops/blob/main/doc/img/03-graph.png,101,40
/weaveworks/weave-gitops/issues,73,42
/weaveworks/weave-gitops/blob/main/charts/gitops-server/Chart.yaml,54,19
/weaveworks/weave-gitops/blob/main/doc/img/04-yaml.png,46,21
/weaveworks/weave-gitops/blob/main/doc/img/06-runtime.png,42,21
