referrer,views_total,views_unique
Google,718,169
github.com,650,112
as-jira.axelspringer.de,65,1
thenewstack.io,54,23
mail.google.com,48,2
fluxcd.io,43,29
gist.github.com,14,4
rajputvaibhav.medium.com,12,9
weave.works,11,3
com.google.android.gm,10,5
