url_path,views_total,views_unique
/weaveworks/weave-gitops,1292,626
/weaveworks/weave-gitops/tree/main/charts/gitops-server,299,94
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,205,105
/weaveworks/weave-gitops/issues,175,55
/weaveworks/weave-gitops/search,157,9
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,147,60
/weaveworks/weave-gitops/pulls,125,28
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,123,81
/weaveworks/weave-gitops/releases,121,73
/weaveworks/weave-gitops/issues/3652,118,13
