url_path,views_total,views_unique
/weaveworks/weave-gitops,1430,665
/weaveworks/weave-gitops/tree/main/charts/gitops-server,282,114
/weaveworks/weave-gitops/pulls,235,28
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,199,89
/weaveworks/weave-gitops/issues,197,54
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,149,93
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,127,103
/weaveworks/weave-gitops/releases,123,62
/weaveworks/weave-gitops/search,112,30
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,107,48
