url_path,views_total,views_unique
/weaveworks/weave-gitops,1304,683
/weaveworks/weave-gitops/tree/main/charts/gitops-server,373,91
/weaveworks/weave-gitops/blob/main/charts/gitops-server/values.yaml,240,70
/weaveworks/weave-gitops/blob/main/doc/img/02-workload-detail.png,232,113
/weaveworks/weave-gitops/tree/main/charts/gitops-server/templates,174,48
/weaveworks/weave-gitops/pulls,169,29
/weaveworks/weave-gitops/issues,167,47
/weaveworks/weave-gitops/blob/main/doc/img/01-workloads.png,162,84
/weaveworks/weave-gitops/releases,93,59
/weaveworks/weave-gitops/issues/3700,91,9
